composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap
Mn1 O1,8.0,25.0,17.0,16.5,8.5,8.0,52.0,87.0,35.0,69.5,17.5,52.0,15.9994,54.938045,38.938645,35.4687225,19.4693225,15.9994,54.8,1519.0,1464.2,786.9,732.1,54.8,7.0,16.0,9.0,11.5,4.5,7.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,139.0,73.0,102.5,36.5,66.0,1.55,3.44,1.89,2.495,0.945,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.5,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,9.105,10.4875862069,1.3825862068999992,9.79629310345,0.6912931034499996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.0001550603448275,0.0001550603448275,0.0,12.0,217.0,205.0,114.5,102.5,12.0,3.6
Zn1 Sb1,30.0,51.0,21.0,40.5,10.5,30.0,69.0,85.0,16.0,77.0,8.0,69.0,65.38,121.76,56.38000000000001,93.57,28.190000000000005,65.38,692.68,903.78,211.1,798.23,105.55,692.68,12.0,15.0,3.0,13.5,1.5,12.0,4.0,5.0,1.0,4.5,0.5,4.0,122.0,139.0,17.0,130.5,8.5,122.0,1.65,2.05,0.3999999999999999,1.85,0.1999999999999999,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,13.5,1.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,13.96,31.56,17.599999999999998,22.76,8.799999999999999,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,180.0,14.0,166.0,1.09
K2 Ho4 Cu4 S9,16.0,67.0,51.0,29.789473684210527,15.667590027700834,16.0,3.0,88.0,85.0,62.42105263157895,24.89750692520776,88.0,32.065,164.93032,132.86532,67.40457263157894,41.06347257617728,32.065,336.53,1747.0,1410.47,873.0200000000001,572.0968421052631,388.36,1.0,16.0,15.0,10.63157894736842,5.240997229916897,16.0,3.0,6.0,3.0,3.947368421052632,0.8975069252077563,3.0,105.0,203.0,98.0,139.31578947368422,35.59002770083103,105.0,0.82,2.58,1.7600000000000002,1.9673684210526317,0.580387811634349,2.58,1.0,2.0,1.0,1.6842105263157894,0.4321329639889197,2.0,0.0,4.0,4.0,1.894736842105263,1.9944598337950137,4.0,0.0,10.0,10.0,2.1052631578947367,3.32409972299169,0.0,0.0,11.0,11.0,2.3157894736842106,3.656509695290859,0.0,1.0,13.0,12.0,8.0,3.3684210526315788,6.0,0.0,1.0,1.0,0.3157894736842105,0.4321329639889196,0.0,0.0,2.0,2.0,0.9473684210526316,0.9972299168975068,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.631578947368421,0.9972299168975068,0.0,1.0,3.0,2.0,1.894736842105263,0.5650969529085873,2.0,11.07,73.1066666667,62.03666666669999,28.710975877189476,10.197980147732965,25.786875,0.0,2.202,2.202,1.0430526315789472,1.097950138504155,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,145.47368421052633,71.50138504155125,70.0,2.43
Tl1 Br1,35.0,81.0,46.0,58.0,23.0,35.0,76.0,95.0,19.0,85.5,9.5,76.0,79.904,204.3833,124.4793,142.14364999999998,62.23965,79.904,265.8,577.0,311.2,421.4,155.6,265.8,13.0,17.0,4.0,15.0,2.0,13.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,145.0,25.0,132.5,12.5,120.0,1.62,2.96,1.34,2.29,0.6699999999999999,1.62,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,17.0,27.0,10.0,22.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,26.91,29.48,2.5700000000000003,28.195,1.285,26.91,0.0,1.457,1.457,0.7285,0.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,129.0,65.0,64.0,3.07
Rb3 Sb2 I9,37.0,53.0,16.0,49.285714285714285,5.2653061224489806,53.0,4.0,96.0,92.0,74.71428571428571,30.3061224489796,96.0,85.4678,126.90447,41.43667000000001,117.2902592857143,13.63819683673469,126.90447,312.46,903.78,591.3199999999999,444.75642857142856,131.1495918367347,386.85,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,17.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,220.0,81.0,156.35714285714286,27.275510204081638,139.0,0.82,2.66,1.8400000000000003,2.1785714285714284,0.6189795918367348,2.66,1.0,2.0,1.0,1.7857142857142858,0.3367346938775509,2.0,0.0,5.0,5.0,3.642857142857143,1.7448979591836735,5.0,0.0,10.0,10.0,7.857142857142857,3.3673469387755097,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,17.0,0.0,1.0,1.0,0.2142857142857142,0.3367346938775509,0.0,0.0,3.0,3.0,1.0714285714285714,0.5510204081632653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2857142857142858,0.489795918367347,1.0,31.56,90.7225,59.1625,51.60160714285714,16.766096938775508,43.015,0.0,1.062,1.062,0.6827142857142857,0.4876530612244898,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,113.92857142857144,64.1938775510204,64.0,1.94
Si1 P2,14.0,15.0,1.0,14.666666666666666,0.4444444444444446,15.0,78.0,83.0,5.0,81.33333333333333,2.222222222222224,83.0,28.0855,30.973762,2.888262000000001,30.011008,1.2836720000000004,30.973762,317.3,1687.0,1369.7,773.8666666666667,608.7555555555556,317.3,14.0,15.0,1.0,14.666666666666666,0.4444444444444446,15.0,3.0,3.0,0.0,3.0,0.0,3.0,107.0,111.0,4.0,108.33333333333331,1.777777777777776,107.0,1.9,2.19,0.29,2.0933333333333333,0.1288888888888889,2.19,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.666666666666667,0.4444444444444443,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.333333333333333,0.4444444444444445,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.333333333333333,0.4444444444444445,3.0,20.44,22.5702380952,2.1302380951999997,21.86015873013333,0.9467724867555548,22.5702380952,0.773,1.625,0.852,1.341,0.3786666666666667,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,227.0,225.0,77.0,100.0,2.0,1.89
Rb2 Cd1 P2 Se6,15.0,48.0,33.0,32.36363636363637,6.314049586776858,34.0,4.0,89.0,85.0,70.72727272727273,24.396694214876028,89.0,30.973762,112.411,81.43723800000001,74.45946581818181,15.81298320661157,78.96,312.46,594.22,281.76000000000005,437.9763636363636,89.52462809917357,494.0,1.0,16.0,15.0,12.727272727272728,4.3966942148760335,16.0,3.0,5.0,2.0,4.090909090909091,0.4958677685950413,4.0,107.0,220.0,113.0,138.0,30.90909090909091,120.0,0.82,2.55,1.73,2.091818181818182,0.5355371900826446,2.55,1.0,2.0,1.0,1.818181818181818,0.2975206611570248,2.0,0.0,4.0,4.0,2.727272727272727,1.487603305785124,4.0,0.0,10.0,10.0,6.363636363636363,4.628099173553719,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,10.909090909090908,5.752066115702479,16.0,0.0,1.0,1.0,0.1818181818181818,0.2975206611570247,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710744,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.818181818181818,0.6280991735537191,2.0,19.495,90.7225,71.22749999999999,36.50913419912728,19.713951200317357,25.92,0.0,1.625,1.625,0.7312727272727273,0.3988760330578513,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,67.27272727272727,81.85123966942149,14.0,2.58
Sn1 S1,16.0,50.0,34.0,33.0,17.0,16.0,80.0,88.0,8.0,84.0,4.0,80.0,32.065,118.71,86.645,75.38749999999999,43.3225,32.065,388.36,505.08,116.71999999999996,446.72,58.35999999999999,388.36,14.0,16.0,2.0,15.0,1.0,14.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,139.0,34.0,122.0,17.0,105.0,1.96,2.58,0.6200000000000001,2.27,0.31,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.786875,33.285,7.498124999999998,29.5359375,3.749062499999999,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,141.0,71.0,105.5,35.5,70.0,1.26
Ba1 Al4 Se7,13.0,56.0,43.0,28.83333333333333,10.555555555555555,34.0,9.0,89.0,80.0,77.0,14.0,89.0,26.9815386,137.327,110.3454614,66.49776286666666,26.344149511111112,78.96,494.0,1000.0,506.0,682.6566666666666,220.09944444444443,494.0,2.0,16.0,14.0,13.833333333333334,2.5277777777777777,16.0,3.0,6.0,3.0,3.8333333333333335,0.5555555555555555,4.0,120.0,215.0,95.0,128.25,14.458333333333334,120.0,0.89,2.55,1.6599999999999997,2.098333333333333,0.5269444444444443,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.5555555555555554,4.0,0.0,10.0,10.0,5.833333333333333,4.861111111111111,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,10.5,6.416666666666667,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.833333333333333,1.4444444444444446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.833333333333333,1.4444444444444446,2.0,16.48,63.59,47.11,25.9125,6.288333333333335,25.92,0.0,0.799,0.799,0.4660833333333333,0.3884027777777778,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,102.25,102.95833333333331,14.0,3.4
Th1 O1 S1,8.0,90.0,82.0,38.0,34.666666666666664,8.0,16.0,88.0,72.0,63.66666666666666,31.777777777777786,16.0,15.9994,232.03806,216.03866,93.36748666666666,92.44704888888889,15.9994,54.8,2023.0,1968.2,822.0533333333334,800.6311111111112,54.8,3.0,16.0,13.0,11.666666666666666,5.777777777777779,3.0,2.0,7.0,5.0,4.0,2.0,2.0,66.0,206.0,140.0,125.66666666666669,53.55555555555557,66.0,1.3,3.44,2.14,2.44,0.7599999999999999,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,0.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,9.105,32.37,23.265,22.420625,8.877083333333333,9.105,0.0,2.202,2.202,0.734,0.9786666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,102.33333333333331,81.77777777777777,12.0,2.22
Cs1 Sb1 S2,16.0,55.0,39.0,34.5,18.5,16.0,5.0,88.0,83.0,66.5,30.75,88.0,32.065,132.9054519,100.8404519,79.698862975,47.633862975,32.065,301.59,903.78,602.19,495.5225,204.12875,388.36,1.0,16.0,15.0,12.0,5.5,16.0,3.0,6.0,3.0,4.25,1.25,3.0,105.0,244.0,139.0,148.25,47.875,105.0,0.79,2.58,1.79,2.0,0.605,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,7.0,4.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,25.786875,115.765,89.978125,49.7246875,33.02015625,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,133.75,63.75,70.0,2.8
K2 Zn1 Sn3 S8,16.0,50.0,34.0,24.714285714285715,11.59183673469388,16.0,3.0,88.0,85.0,72.78571428571429,20.47959183673469,88.0,32.065,118.71,86.645,54.01618571428571,29.349322448979592,32.065,336.53,692.68,356.15,427.7042857142857,71.01469387755098,388.36,1.0,16.0,15.0,13.142857142857142,3.6326530612244894,16.0,3.0,5.0,2.0,3.642857142857143,0.7346938775510203,3.0,105.0,203.0,98.0,127.5,26.5,105.0,0.82,2.58,1.7600000000000002,2.1292857142857144,0.5151020408163266,2.58,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,4.0,4.0,2.7142857142857144,1.469387755102041,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.428571428571429,3.469387755102041,6.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,4.0,4.0,2.0,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.142857142857143,0.7959183673469388,2.0,13.96,73.1066666667,59.14666666669999,33.30880952381428,11.370816326538774,25.786875,0.0,2.202,2.202,1.2582857142857142,1.078530612244898,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.78571428571428,53.46938775510204,70.0,2.55
Bi6 Cu3 S10 I1,16.0,83.0,67.0,39.9,27.17,16.0,64.0,96.0,32.0,84.2,6.059999999999998,88.0,32.065,208.9804,176.9154,94.6037435,71.85606655000001,32.065,386.85,1357.77,970.92,580.508,233.17860000000005,388.36,11.0,17.0,6.0,15.0,1.2,16.0,3.0,6.0,3.0,4.15,1.1950000000000005,3.0,105.0,148.0,43.0,123.65,18.65,105.0,1.9,2.66,0.7600000000000002,2.314,0.3006,2.58,1.0,2.0,1.0,1.85,0.255,2.0,0.0,5.0,5.0,3.15,1.035,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,4.2,5.880000000000001,0.0,6.0,29.0,23.0,14.2,9.16,6.0,0.0,1.0,1.0,0.15,0.255,0.0,0.0,3.0,3.0,1.95,0.6799999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.1,0.5399999999999999,2.0,11.07,43.015,31.945,26.589687500000004,5.458718750000003,25.786875,0.0,2.202,2.202,1.1541,1.0478999999999998,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,75.55,44.835,70.0,0.72
Pr1 B6,5.0,59.0,54.0,12.714285714285714,13.224489795918364,5.0,17.0,72.0,55.0,64.14285714285714,13.469387755102044,72.0,10.811,140.90765,130.09664999999998,29.396235714285712,31.860404081632648,10.811,1204.0,2348.0,1144.0,2184.5714285714284,280.1632653061225,2348.0,3.0,13.0,10.0,11.571428571428571,2.448979591836735,13.0,2.0,6.0,4.0,2.571428571428572,0.979591836734694,2.0,84.0,203.0,119.0,101.0,29.142857142857142,84.0,1.13,2.04,0.91,1.91,0.2228571428571428,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.8571428571428571,0.2448979591836735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.4285714285714285,0.7346938775510203,0.0,3.0,5.0,2.0,3.2857142857142856,0.4897959183673468,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183676,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.5714285714285714,2.693877551020408,0.0,5.0,11.0,6.0,5.857142857142857,1.469387755102041,5.0,7.1725,35.675,28.5025,11.244285714285716,6.980204081632652,7.1725,0.0,1.524,1.524,1.3062857142857145,0.3732244897959184,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,170.0,6.857142857142857,166.0,4.9
V1 O2,8.0,23.0,15.0,13.0,6.666666666666667,8.0,46.0,87.0,41.0,73.33333333333333,18.222222222222225,87.0,15.9994,50.9415,34.9421,27.646766666666664,15.529822222222222,15.9994,54.8,2183.0,2128.2,764.1999999999999,945.8666666666668,54.8,5.0,16.0,11.0,12.333333333333334,4.888888888888888,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,153.0,87.0,95.0,38.66666666666666,66.0,1.63,3.44,1.81,2.8366666666666664,0.8044444444444445,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.666666666666667,0.4444444444444443,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,7.0,7.0,2.333333333333333,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6666666666666665,2.222222222222222,2.0,9.105,13.01,3.905,10.406666666666666,1.735555555555555,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444446,12.0,0.5
Zn1 Se1,30.0,34.0,4.0,32.0,2.0,30.0,69.0,89.0,20.0,79.0,10.0,69.0,65.38,78.96,13.579999999999998,72.16999999999999,6.789999999999999,65.38,494.0,692.68,198.67999999999995,593.3399999999999,99.33999999999996,494.0,12.0,16.0,4.0,14.0,2.0,12.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,122.0,2.0,121.0,1.0,120.0,1.65,2.55,0.8999999999999999,2.1,0.4499999999999999,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,13.96,25.92,11.96,19.94,5.98,13.96,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0,2.71
Sr1 B6,5.0,38.0,33.0,9.714285714285714,8.081632653061224,5.0,8.0,72.0,64.0,62.85714285714285,15.673469387755103,72.0,10.811,87.62,76.809,21.78371428571429,18.81036734693877,10.811,1050.0,2348.0,1298.0,2162.5714285714284,317.87755102040825,2348.0,2.0,13.0,11.0,11.428571428571429,2.693877551020408,13.0,2.0,5.0,3.0,2.4285714285714284,0.7346938775510203,2.0,84.0,195.0,111.0,99.85714285714286,27.18367346938776,84.0,0.95,2.04,1.09,1.884285714285714,0.2669387755102042,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.8571428571428571,0.2448979591836735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.857142857142857,0.2448979591836734,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183676,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183676,5.0,7.1725,54.23,47.0575,13.895,11.524285714285712,7.1725,0.0,1.524,1.524,1.3062857142857145,0.3732244897959184,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,174.42857142857142,14.448979591836729,166.0,3.68
Ba2 B6 O11,5.0,56.0,51.0,12.105263157894736,9.240997229916896,8.0,9.0,87.0,78.0,74.05263157894737,14.991689750692522,87.0,10.811,137.327,126.516,27.13228421052632,23.19888753462604,15.9994,54.8,2348.0,2293.2,878.4631578947368,953.7152354570636,54.8,2.0,16.0,14.0,13.578947368421051,2.803324099722992,16.0,2.0,6.0,4.0,2.421052631578948,0.7534626038781164,2.0,66.0,215.0,149.0,87.36842105263158,26.869806094182824,66.0,0.89,3.44,2.55,2.7294736842105265,0.8227146814404431,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.631578947368421,1.5844875346260388,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.631578947368421,1.5844875346260388,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.736842105263158,1.4293628808864265,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.736842105263158,1.4293628808864265,2.0,7.1725,63.59,56.4175,14.23,10.39157894736842,9.105,0.0,1.524,1.524,0.4812631578947368,0.6585706371191136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.47368421052632,82.7590027700831,12.0,5.17
